neighbourhood_cleansed,month,avg_monthly_price,listing_count
Middle Village,3,4200.0,8.0
Middle Village,4,4913.08,13.0
Middle Village,5,4943.08,13.0
Middle Village,6,4410.0,11.0
Middle Village,7,4467.27,11.0
Middle Village,8,4546.36,11.0
Middle Village,9,4236.67,9.0
Middle Village,10,4180.0,9.0
Middle Village,11,4170.0,9.0
Middle Village,12,3852.0,10.0
Midland Beach,1,3450.0,6.0
Midland Beach,2,3400.0,6.0
Midland Beach,3,3185.0,6.0
Midland Beach,4,3306.0,5.0
Midland Beach,5,3288.0,5.0
Midland Beach,6,3127.5,4.0
Midland Beach,7,2802.0,5.0
Midland Beach,8,2724.0,5.0
Midland Beach,9,3265.0,6.0
Midland Beach,10,3140.0,6.0
Midland Beach,11,3125.0,6.0
Midland Beach,12,3120.0,6.0
Midtown,1,8287.61,773.0
Midtown,2,9365.57,845.0
Midtown,3,11041.2,827.0
Midtown,4,9748.81,630.0
Midtown,5,9857.92,643.0
Midtown,6,9164.62,679.0
Midtown,7,10608.07,742.0
Midtown,8,10851.12,780.0
Midtown,9,11562.85,752.0
Midtown,10,12171.62,773.0
Midtown,11,10979.27,785.0
Midtown,12,10397.88,834.0
Midwood,1,3222.31,39.0
Midwood,2,3230.25,40.0
Midwood,3,3488.71,31.0
Midwood,4,2982.13,47.0
Midwood,5,3004.47,47.0
Midwood,6,2864.32,44.0
Midwood,7,3027.27,44.0
Midwood,8,2974.09,44.0
Midwood,9,2397.5,36.0
Midwood,10,3254.63,41.0
Midwood,11,2299.46,37.0
Midwood,12,3149.25,40.0
Mill Basin,1,5906.67,9.0
Mill Basin,2,5886.67,9.0
Mill Basin,3,6142.5,8.0
Mill Basin,4,5860.0,6.0
Mill Basin,5,6231.43,7.0
Mill Basin,6,5730.0,7.0
Mill Basin,7,6364.29,7.0
Mill Basin,8,6150.0,7.0
Mill Basin,9,5906.25,8.0
Mill Basin,10,5966.67,9.0
Mill Basin,11,5520.0,6.0
Mill Basin,12,6352.5,8.0
Morningside Heights,1,3294.84,64.0
Morningside Heights,2,3230.73,55.0
Morningside Heights,3,3394.07,59.0
Morningside Heights,4,3375.76,59.0
Morningside Heights,5,3360.0,62.0
Morningside Heights,6,3328.1,63.0
Morningside Heights,7,3280.71,70.0
Morningside Heights,8,3163.97,58.0
Morningside Heights,9,3467.45,55.0
Morningside Heights,10,3512.45,49.0
Morningside Heights,11,3456.11,54.0
Morningside Heights,12,3610.68,59.0
Morris Heights,1,2978.18,11.0
Morris Heights,2,2852.73,11.0
Morris Heights,3,2320.0,9.0
Morris Heights,4,2778.0,15.0
Morris Heights,5,2903.57,14.0
Morris Heights,6,3039.23,13.0
Morris Heights,7,3192.5,12.0
Morris Heights,8,3046.15,13.0
Morris Heights,9,2827.5,12.0
Morris Heights,10,2590.0,12.0
Morris Heights,11,2681.54,13.0
Morris Heights,12,2660.77,13.0
Morris Park,1,3594.23,26.0
Morris Park,2,3315.0,30.0
Morris Park,3,3306.77,31.0
Morris Park,4,2304.44,27.0
Morris Park,5,2994.83,29.0
Morris Park,6,2901.25,24.0
Morris Park,7,2868.62,29.0
Morris Park,8,3552.69,26.0
Morris Park,9,3727.2,25.0
Morris Park,10,3573.1,29.0
Morris Park,11,3598.89,27.0
Morris Park,12,3427.24,29.0
Morrisania,1,2626.67,9.0
Morrisania,2,2650.0,9.0
Morrisania,3,2562.86,7.0
Morrisania,4,2327.14,7.0
Morrisania,5,2662.5,8.0
Morrisania,6,2418.0,5.0
Morrisania,7,2715.0,6.0
Morrisania,8,2625.0,10.0
Morrisania,9,2796.0,10.0
Morrisania,10,2580.0,10.0
Morrisania,11,2586.67,9.0
Morrisania,12,2538.0,10.0
Mott Haven,1,3981.6,25.0
Mott Haven,2,3648.21,28.0
Mott Haven,3,3407.59,29.0
Mott Haven,4,4256.67,45.0
Mott Haven,5,4582.31,39.0
Mott Haven,6,4141.71,35.0
Mott Haven,7,4376.67,36.0
Mott Haven,8,4152.0,35.0
Mott Haven,9,4339.35,31.0
Mott Haven,10,4012.26,31.0
Mott Haven,11,3756.0,30.0
Mott Haven,12,3617.0,30.0
Mount Eden,1,3330.0,5.0
Mount Eden,2,3330.0,5.0
Mount Eden,3,2862.0,5.0
Mount Eden,4,3077.14,7.0
Mount Eden,5,3085.71,7.0
Mount Eden,6,3090.0,7.0
Mount Eden,7,3455.0,6.0
Mount Eden,8,3111.43,7.0
Mount Eden,9,3396.0,5.0
Mount Eden,10,3396.0,5.0
Mount Eden,11,3330.0,5.0
Mount Eden,12,3750.0,4.0
Mount Hope,1,2695.2,25.0
Mount Hope,2,2673.75,24.0
Mount Hope,3,2845.91,22.0
Mount Hope,4,2770.38,26.0
Mount Hope,5,2919.6,25.0
Mount Hope,6,3063.91,23.0
Mount Hope,7,2859.0,20.0
Mount Hope,8,2869.57,23.0
Mount Hope,9,3050.0,21.0
Mount Hope,10,2998.75,24.0
Mount Hope,11,2993.08,26.0
Mount Hope,12,2585.56,27.0
Murray Hill,1,6269.78,271.0
Murray Hill,2,6605.66,265.0
Murray Hill,3,7384.33,263.0
Murray Hill,4,6984.56,248.0
Murray Hill,5,6934.36,241.0
Murray Hill,6,8003.5,226.0
Murray Hill,7,7602.7,248.0
Murray Hill,8,7704.72,250.0
Murray Hill,9,8708.99,247.0
Murray Hill,10,8223.98,256.0
Murray Hill,11,7547.9,248.0
Murray Hill,12,7296.45,265.0
Navy Yard,1,14580.0,4.0
Navy Yard,2,14520.0,4.0
Navy Yard,3,18630.0,3.0
Navy Yard,4,2070.0,1.0
Navy Yard,5,18690.0,3.0
Navy Yard,6,4785.0,2.0
Navy Yard,7,5910.0,2.0
Navy Yard,8,18690.0,3.0
Navy Yard,9,2070.0,1.0
Navy Yard,10,18690.0,3.0
Navy Yard,11,18690.0,3.0
Navy Yard,12,18790.0,3.0
Neponsit,1,8160.0,2.0
Neponsit,2,8160.0,2.0
Neponsit,3,9525.0,2.0
Neponsit,4,8850.0,1.0
Neponsit,5,8850.0,1.0
Neponsit,6,8850.0,1.0
Neponsit,7,8850.0,1.0
Neponsit,8,8160.0,2.0
Neponsit,9,8160.0,2.0
Neponsit,10,8160.0,2.0
Neponsit,11,8160.0,2.0
Neponsit,12,8160.0,2.0
New Brighton,1,6909.0,10.0
New Brighton,2,6798.0,10.0
New Brighton,3,7253.33,9.0
New Brighton,4,3210.0,9.0
New Brighton,5,3018.0,10.0
New Brighton,6,6092.73,11.0
New Brighton,7,7998.75,8.0
New Brighton,8,7905.0,8.0
New Brighton,9,8785.71,7.0
New Brighton,10,7360.0,9.0
New Brighton,11,6732.0,10.0
New Brighton,12,4134.0,10.0
New Dorp,1,,
New Dorp,2,,
New Dorp,3,,
New Dorp,4,,
New Dorp,5,,
New Dorp,6,,
New Dorp,7,,
New Dorp,8,,
New Dorp,9,,
New Dorp,10,,
New Dorp,11,,
New Dorp,12,,
New Dorp Beach,1,1860.0,2.0
New Dorp Beach,2,1950.0,2.0
New Dorp Beach,3,1950.0,2.0
New Dorp Beach,4,1500.0,1.0
New Dorp Beach,5,1680.0,2.0
New Dorp Beach,6,1950.0,2.0
New Dorp Beach,7,1950.0,2.0
New Dorp Beach,8,1950.0,2.0
New Dorp Beach,9,2040.0,2.0
New Dorp Beach,10,2040.0,2.0
New Dorp Beach,11,2040.0,2.0
New Dorp Beach,12,2040.0,2.0
New Springville,1,3900.0,1.0
New Springville,2,3900.0,1.0
New Springville,3,3900.0,1.0
New Springville,4,,
New Springville,5,,
New Springville,6,,
New Springville,7,,
New Springville,8,,
New Springville,9,,
New Springville,10,,
New Springville,11,3900.0,1.0
New Springville,12,3900.0,1.0
NoHo,1,13538.57,14.0
NoHo,2,14028.75,8.0
NoHo,3,17558.82,17.0
NoHo,4,12971.25,8.0
NoHo,5,13002.0,10.0
NoHo,6,14937.69,13.0
NoHo,7,17365.38,13.0
NoHo,8,18307.5,12.0
NoHo,9,18381.0,10.0
NoHo,10,16568.18,11.0
NoHo,11,15565.0,12.0
NoHo,12,12700.0,12.0
Nolita,1,8013.46,104.0
Nolita,2,5678.57,42.0
Nolita,3,9276.67,90.0
Nolita,4,8997.27,88.0
Nolita,5,9036.0,85.0
Nolita,6,9661.65,91.0
Nolita,7,9969.44,89.0
Nolita,8,9816.73,98.0
Nolita,9,10430.3,99.0
Nolita,10,9510.0,101.0
Nolita,11,9425.0,102.0
Nolita,12,8448.18,99.0
North Riverdale,1,3370.0,6.0
North Riverdale,2,3240.0,6.0
North Riverdale,3,3438.0,5.0
North Riverdale,4,3068.57,7.0
North Riverdale,5,3097.5,8.0
North Riverdale,6,3097.5,8.0
North Riverdale,7,3080.0,6.0
North Riverdale,8,2918.57,7.0
North Riverdale,9,2918.57,7.0
North Riverdale,10,3235.0,6.0
North Riverdale,11,3230.0,6.0
North Riverdale,12,3355.0,6.0
Norwood,1,3035.56,27.0
Norwood,2,2972.0,30.0
Norwood,3,2895.6,25.0
Norwood,4,2535.0,26.0
Norwood,5,2645.17,29.0
Norwood,6,2632.0,30.0
Norwood,7,2738.18,22.0
Norwood,8,2740.8,25.0
Norwood,9,2744.0,30.0
Norwood,10,2778.0,30.0
Norwood,11,2838.62,29.0
Norwood,12,2945.81,31.0
Oakwood,1,5250.0,1.0
Oakwood,2,5250.0,1.0
Oakwood,3,5250.0,1.0
Oakwood,4,5250.0,1.0
Oakwood,5,4575.0,2.0
Oakwood,6,4575.0,2.0
Oakwood,7,5250.0,1.0
Oakwood,8,4575.0,2.0
Oakwood,9,5250.0,1.0
Oakwood,10,5250.0,1.0
Oakwood,11,5250.0,1.0
Oakwood,12,4140.0,3.0
Olinville,1,3780.0,3.0
Olinville,2,3780.0,3.0
Olinville,3,3470.0,3.0
Olinville,4,3285.0,6.0
Olinville,5,3702.0,5.0
Olinville,6,3702.0,5.0
Olinville,7,3980.0,3.0
Olinville,8,3850.0,3.0
Olinville,9,3990.0,3.0
Olinville,10,3780.0,3.0
Olinville,11,4830.0,2.0
Olinville,12,3780.0,3.0
Ozone Park,1,2878.24,51.0
Ozone Park,2,2944.2,50.0
Ozone Park,3,2683.85,52.0
Ozone Park,4,2957.56,41.0
Ozone Park,5,3013.17,41.0
Ozone Park,6,3053.25,40.0
Ozone Park,7,3042.86,42.0
Ozone Park,8,3110.43,47.0
Ozone Park,9,3052.83,46.0
Ozone Park,10,3028.57,42.0
Ozone Park,11,2824.67,45.0
Ozone Park,12,2542.04,49.0
Park Slope,1,5962.98,141.0
Park Slope,2,6329.78,137.0
Park Slope,3,6210.94,127.0
Park Slope,4,6896.81,141.0
Park Slope,5,7371.9,137.0
Park Slope,6,7431.04,134.0
Park Slope,7,6863.49,129.0
Park Slope,8,6410.79,127.0
Park Slope,9,6506.02,128.0
Park Slope,10,6673.66,123.0
Park Slope,11,6416.25,128.0
Park Slope,12,6953.79,140.0
Parkchester,1,2380.0,12.0
Parkchester,2,3230.62,16.0
Parkchester,3,3107.14,14.0
Parkchester,4,2494.5,20.0
Parkchester,5,2636.25,16.0
Parkchester,6,2347.06,17.0
Parkchester,7,3154.62,13.0
Parkchester,8,2776.0,15.0
Parkchester,9,2812.5,12.0
Parkchester,10,3064.0,15.0
Parkchester,11,3116.0,15.0
Parkchester,12,2260.0,12.0
Pelham Bay,1,3999.0,10.0
Pelham Bay,2,4091.25,8.0
Pelham Bay,3,4090.0,9.0
Pelham Bay,4,3782.73,11.0
Pelham Bay,5,4506.67,9.0
Pelham Bay,6,4335.0,10.0
Pelham Bay,7,4356.0,10.0
Pelham Bay,8,4088.18,11.0
Pelham Bay,9,5215.71,7.0
Pelham Bay,10,4317.0,10.0
Pelham Bay,11,4317.0,10.0
Pelham Bay,12,4096.67,9.0
Pelham Gardens,1,3103.64,22.0
Pelham Gardens,2,3069.55,22.0
Pelham Gardens,3,3005.71,21.0
Pelham Gardens,4,3351.6,25.0
Pelham Gardens,5,3354.0,25.0
Pelham Gardens,6,3464.35,23.0
Pelham Gardens,7,2755.0,18.0
Pelham Gardens,8,3042.86,21.0
Pelham Gardens,9,2908.24,17.0
Pelham Gardens,10,3091.43,21.0
Pelham Gardens,11,3225.79,19.0
Pelham Gardens,12,3196.5,20.0
Pleasant Plains,1,,
Pleasant Plains,2,,
Pleasant Plains,3,,
Pleasant Plains,4,,
Pleasant Plains,5,,
Pleasant Plains,6,,
Pleasant Plains,7,,
Pleasant Plains,8,,
Pleasant Plains,9,,
Pleasant Plains,10,,
Pleasant Plains,11,,
Pleasant Plains,12,,
Port Ivory,1,,
Port Ivory,2,,
Port Ivory,3,,
Port Ivory,4,,
Port Ivory,5,,
Port Ivory,6,,
Port Ivory,7,,
Port Ivory,8,,
Port Ivory,9,,
Port Ivory,10,,
Port Ivory,11,,
Port Ivory,12,,
Port Morris,1,3934.62,13.0
Port Morris,2,3946.15,13.0
Port Morris,3,3722.31,13.0
Port Morris,4,4034.12,17.0
Port Morris,5,4104.38,16.0
Port Morris,6,4326.92,13.0
Port Morris,7,4257.5,12.0
Port Morris,8,4127.14,14.0
Port Morris,9,3874.29,14.0
Port Morris,10,4050.0,13.0
Port Morris,11,3966.92,13.0
Port Morris,12,4185.0,12.0
Port Richmond,1,1835.0,6.0
Port Richmond,2,1835.0,6.0
Port Richmond,3,1855.0,6.0
Port Richmond,4,1785.0,6.0
Port Richmond,5,1785.0,6.0
Port Richmond,6,1860.0,6.0
Port Richmond,7,1760.0,6.0
Port Richmond,8,2083.33,9.0
Port Richmond,9,1735.0,6.0
Port Richmond,10,1810.0,6.0
Port Richmond,11,1885.71,7.0
Port Richmond,12,1835.0,6.0
Prince's Bay,1,9084.0,5.0
Prince's Bay,2,9080.0,6.0
Prince's Bay,3,9095.0,6.0
Prince's Bay,4,3505.0,6.0
Prince's Bay,5,3345.0,6.0
Prince's Bay,6,3410.0,6.0
Prince's Bay,7,3287.14,7.0
Prince's Bay,8,4131.43,7.0
Prince's Bay,9,5100.0,5.0
Prince's Bay,10,5100.0,5.0
Prince's Bay,11,4956.0,5.0
Prince's Bay,12,4998.0,5.0
Prospect Heights,1,8751.6,75.0
Prospect Heights,2,8720.68,74.0
Prospect Heights,3,8452.92,72.0
Prospect Heights,4,8718.38,80.0
Prospect Heights,5,8740.0,78.0
Prospect Heights,6,8989.05,74.0
Prospect Heights,7,8841.89,74.0
Prospect Heights,8,8693.6,75.0
Prospect Heights,9,7429.85,65.0
Prospect Heights,10,9089.58,71.0
Prospect Heights,11,9125.49,71.0
Prospect Heights,12,7451.51,73.0
Prospect-Lefferts Gardens,1,3419.09,197.0
Prospect-Lefferts Gardens,2,3353.76,202.0
Prospect-Lefferts Gardens,3,4261.18,127.0
Prospect-Lefferts Gardens,4,3763.02,205.0
Prospect-Lefferts Gardens,5,3668.89,199.0
Prospect-Lefferts Gardens,6,3689.11,202.0
Prospect-Lefferts Gardens,7,3685.74,197.0
Prospect-Lefferts Gardens,8,3651.41,199.0
Prospect-Lefferts Gardens,9,3589.6,199.0
Prospect-Lefferts Gardens,10,3621.57,210.0
Prospect-Lefferts Gardens,11,3589.85,201.0
Prospect-Lefferts Gardens,12,3635.72,173.0
Queens Village,1,3799.77,44.0
Queens Village,2,4633.4,47.0
Queens Village,3,4600.62,48.0
Queens Village,4,4586.79,56.0
Queens Village,5,4492.76,58.0
Queens Village,6,4791.76,51.0
Queens Village,7,4508.24,51.0
Queens Village,8,4658.65,52.0
Queens Village,9,4677.17,53.0
Queens Village,10,4603.2,50.0
Queens Village,11,4556.25,40.0
Queens Village,12,5017.22,54.0
Randall Manor,1,3285.0,12.0
Randall Manor,2,3300.0,13.0
Randall Manor,3,3304.62,13.0
Randall Manor,4,2706.0,10.0
Randall Manor,5,2719.09,11.0
Randall Manor,6,2885.0,12.0
Randall Manor,7,2620.0,9.0
Randall Manor,8,2628.0,10.0
Randall Manor,9,2628.0,10.0
Randall Manor,10,3117.27,11.0
Randall Manor,11,3189.23,13.0
Randall Manor,12,3357.69,13.0
Red Hook,1,6362.73,22.0
Red Hook,2,6433.5,20.0
Red Hook,3,6607.14,21.0
Red Hook,4,5687.31,26.0
Red Hook,5,5760.0,27.0
Red Hook,6,6024.44,27.0
Red Hook,7,6049.2,25.0
Red Hook,8,6158.18,22.0
Red Hook,9,6039.0,20.0
Red Hook,10,6170.45,22.0
Red Hook,11,5998.64,22.0
Red Hook,12,6366.82,22.0
Rego Park,1,2617.0,30.0
Rego Park,2,2426.57,35.0
Rego Park,3,2561.61,31.0
Rego Park,4,2287.14,42.0
Rego Park,5,2258.68,38.0
Rego Park,6,2333.85,39.0
Rego Park,7,2456.57,35.0
Rego Park,8,2460.0,32.0
Rego Park,9,2490.0,31.0
Rego Park,10,2610.0,26.0
Rego Park,11,2636.67,27.0
Rego Park,12,2600.69,29.0
Richmond Hill,1,2685.96,47.0
Richmond Hill,2,2705.4,50.0
Richmond Hill,3,2669.36,47.0
Richmond Hill,4,3309.58,72.0
Richmond Hill,5,3264.68,62.0
Richmond Hill,6,2995.86,58.0
Richmond Hill,7,2855.81,62.0
Richmond Hill,8,2818.12,64.0
Richmond Hill,9,2831.58,57.0
Richmond Hill,10,2685.97,62.0
Richmond Hill,11,2728.36,55.0
Richmond Hill,12,2654.24,59.0
Richmondtown,1,2250.0,1.0
Richmondtown,2,2250.0,1.0
Richmondtown,3,,
Richmondtown,4,2085.0,2.0
Richmondtown,5,1860.0,2.0
Richmondtown,6,1860.0,2.0
Richmondtown,7,1200.0,1.0
Richmondtown,8,1500.0,1.0
Richmondtown,9,2250.0,1.0
Richmondtown,10,2250.0,1.0
Richmondtown,11,2250.0,1.0
Richmondtown,12,2250.0,1.0
Ridgewood,1,2903.77,183.0
Ridgewood,2,2841.19,194.0
Ridgewood,3,2979.12,171.0
Ridgewood,4,2965.74,197.0
Ridgewood,5,3083.33,189.0
Ridgewood,6,3121.04,201.0
Ridgewood,7,3085.52,194.0
Ridgewood,8,3009.12,194.0
Ridgewood,9,3056.21,206.0
Ridgewood,10,3006.72,201.0
Ridgewood,11,2935.81,186.0
Ridgewood,12,2889.95,199.0
Riverdale,1,,
Riverdale,2,,
Riverdale,3,2070.0,1.0
Riverdale,4,2745.0,2.0
Riverdale,5,2745.0,2.0
Riverdale,6,2745.0,2.0
Riverdale,7,2745.0,2.0
Riverdale,8,2190.0,1.0
Riverdale,9,2025.0,2.0
Riverdale,10,1920.0,2.0
Riverdale,11,1920.0,2.0
Riverdale,12,,
Rockaway Beach,1,4109.19,37.0
Rockaway Beach,2,4085.38,39.0
Rockaway Beach,3,3922.5,40.0
Rockaway Beach,4,4303.5,40.0
Rockaway Beach,5,4427.86,42.0
Rockaway Beach,6,4687.32,41.0
Rockaway Beach,7,4722.44,41.0
Rockaway Beach,8,4502.43,37.0
Rockaway Beach,9,4302.16,37.0
Rockaway Beach,10,4185.0,42.0
Rockaway Beach,11,4273.42,38.0
Rockaway Beach,12,4591.5,40.0
Roosevelt Island,1,7163.57,14.0
Roosevelt Island,2,6000.0,19.0
Roosevelt Island,3,6306.67,18.0
Roosevelt Island,4,5675.0,18.0
Roosevelt Island,5,5828.82,17.0
Roosevelt Island,6,6264.71,17.0
Roosevelt Island,7,6990.0,17.0
Roosevelt Island,8,7488.75,16.0
Roosevelt Island,9,7235.62,16.0
Roosevelt Island,10,7132.94,17.0
Roosevelt Island,11,6780.0,18.0
Roosevelt Island,12,8185.38,13.0
Rosebank,1,3322.5,4.0
Rosebank,2,2532.0,5.0
Rosebank,3,3060.0,4.0
Rosebank,4,3360.0,5.0
Rosebank,5,3348.0,5.0
Rosebank,6,3336.0,5.0
Rosebank,7,3222.0,5.0
Rosebank,8,3210.0,5.0
Rosebank,9,3006.0,5.0
Rosebank,10,3192.0,5.0
Rosebank,11,3352.5,4.0
Rosebank,12,3352.5,4.0
Rosedale,1,5899.22,64.0
Rosedale,2,3633.18,66.0
Rosedale,3,6818.3,47.0
Rosedale,4,5603.51,74.0
Rosedale,5,5644.46,74.0
Rosedale,6,5761.71,70.0
Rosedale,7,4752.68,71.0
Rosedale,8,3691.76,68.0
Rosedale,9,3511.9,63.0
Rosedale,10,3548.85,61.0
Rosedale,11,2974.17,36.0
Rosedale,12,5774.78,67.0
Rossville,1,,
Rossville,2,2610.0,3.0
Rossville,3,2440.0,3.0
Rossville,4,25200.0,1.0
Rossville,5,25200.0,1.0
Rossville,6,25200.0,1.0
Rossville,7,25200.0,1.0
Rossville,8,25200.0,1.0
Rossville,9,25200.0,1.0
Rossville,10,,
Rossville,11,,
Rossville,12,,
Schuylerville,1,2838.0,15.0
Schuylerville,2,2877.86,14.0
Schuylerville,3,2834.0,15.0
Schuylerville,4,3178.33,18.0
Schuylerville,5,3093.75,16.0
Schuylerville,6,3400.59,17.0
Schuylerville,7,3070.0,18.0
Schuylerville,8,3186.67,18.0
Schuylerville,9,2973.53,17.0
Schuylerville,10,3017.65,17.0
Schuylerville,11,3423.75,16.0
Schuylerville,12,3104.0,15.0
Sea Gate,1,2922.0,10.0
Sea Gate,2,3590.0,9.0
Sea Gate,3,3706.36,11.0
Sea Gate,4,3646.15,13.0
Sea Gate,5,4105.38,13.0
Sea Gate,6,4452.86,7.0
Sea Gate,7,4400.0,12.0
Sea Gate,8,4060.0,12.0
Sea Gate,9,3870.0,10.0
Sea Gate,10,4170.0,11.0
Sea Gate,11,4298.18,11.0
Sea Gate,12,3711.82,11.0
Sheepshead Bay,1,4051.74,69.0
Sheepshead Bay,2,4215.65,69.0
Sheepshead Bay,3,4234.22,64.0
Sheepshead Bay,4,4720.52,77.0
Sheepshead Bay,5,4199.61,77.0
Sheepshead Bay,6,4633.42,76.0
Sheepshead Bay,7,4907.53,77.0
Sheepshead Bay,8,4733.25,80.0
Sheepshead Bay,9,3951.94,67.0
Sheepshead Bay,10,4551.49,74.0
Sheepshead Bay,11,3758.23,62.0
Sheepshead Bay,12,4163.91,69.0
Shore Acres,1,2677.5,8.0
Shore Acres,2,2662.5,8.0
Shore Acres,3,2715.0,8.0
Shore Acres,4,3125.45,11.0
Shore Acres,5,3273.0,10.0
Shore Acres,6,3136.36,11.0
Shore Acres,7,3090.0,11.0
Shore Acres,8,3078.0,10.0
Shore Acres,9,3060.0,10.0
Shore Acres,10,2643.75,8.0
Shore Acres,11,2640.0,8.0
Shore Acres,12,2640.0,8.0
Silver Lake,1,3830.0,3.0
Silver Lake,2,3540.0,4.0
Silver Lake,3,3540.0,4.0
Silver Lake,4,3770.0,3.0
Silver Lake,5,4110.0,2.0
Silver Lake,6,4110.0,2.0
Silver Lake,7,4110.0,2.0
Silver Lake,8,4560.0,2.0
Silver Lake,9,4110.0,2.0
Silver Lake,10,4110.0,2.0
Silver Lake,11,3830.0,3.0
Silver Lake,12,4280.0,3.0
SoHo,1,11803.66,101.0
SoHo,2,9481.81,83.0
SoHo,3,13143.75,104.0
SoHo,4,12428.15,92.0
SoHo,5,14663.0,90.0
SoHo,6,11335.47,86.0
SoHo,7,12194.18,91.0
SoHo,8,12128.62,94.0
SoHo,9,13035.32,94.0
SoHo,10,13942.75,91.0
SoHo,11,13319.35,92.0
SoHo,12,12390.0,94.0
Soundview,1,3415.0,12.0
Soundview,2,3402.5,12.0
Soundview,3,3343.64,11.0
Soundview,4,3122.0,15.0
Soundview,5,3105.0,14.0
Soundview,6,3322.5,12.0
Soundview,7,3703.33,9.0
Soundview,8,3307.5,12.0
Soundview,9,3403.64,11.0
Soundview,10,3410.0,12.0
Soundview,11,3410.0,12.0
Soundview,12,3459.23,13.0
South Beach,1,2515.71,7.0
South Beach,2,2572.5,8.0
South Beach,3,2550.0,8.0
South Beach,4,2520.0,5.0
South Beach,5,2628.0,5.0
South Beach,6,2628.0,5.0
South Beach,7,2575.0,6.0
South Beach,8,2600.0,6.0
South Beach,9,2610.0,6.0
South Beach,10,2575.0,6.0
South Beach,11,2575.0,6.0
South Beach,12,2575.0,6.0
South Ozone Park,1,3187.89,19.0
South Ozone Park,2,4223.79,29.0
South Ozone Park,3,4348.93,28.0
South Ozone Park,4,4020.0,37.0
South Ozone Park,5,4493.41,41.0
South Ozone Park,6,4738.33,36.0
South Ozone Park,7,4029.09,33.0
South Ozone Park,8,4333.45,29.0
South Ozone Park,9,4290.0,31.0
South Ozone Park,10,4471.88,32.0
South Ozone Park,11,4022.9,31.0
South Ozone Park,12,3811.88,32.0
South Slope,1,5235.6,75.0
South Slope,2,5454.16,77.0
South Slope,3,5384.59,74.0
South Slope,4,5530.77,78.0
South Slope,5,5831.1,73.0
South Slope,6,5473.75,72.0
South Slope,7,5696.67,72.0
South Slope,8,5672.96,71.0
South Slope,9,5762.47,73.0
South Slope,10,5758.8,75.0
South Slope,11,5579.6,75.0
South Slope,12,5431.62,74.0
Springfield Gardens,1,3929.39,49.0
Springfield Gardens,2,4438.7,69.0
Springfield Gardens,3,4643.21,53.0
Springfield Gardens,4,4147.01,77.0
Springfield Gardens,5,4230.0,78.0
Springfield Gardens,6,4341.92,78.0
Springfield Gardens,7,4529.61,77.0
Springfield Gardens,8,4364.25,80.0
Springfield Gardens,9,4392.15,79.0
Springfield Gardens,10,4178.57,77.0
Springfield Gardens,11,4273.0,60.0
Springfield Gardens,12,4389.13,69.0
Spuyten Duyvil,1,5334.0,5.0
Spuyten Duyvil,2,5334.0,5.0
Spuyten Duyvil,3,5274.0,5.0
Spuyten Duyvil,4,4956.0,5.0
Spuyten Duyvil,5,4956.0,5.0
Spuyten Duyvil,6,4956.0,5.0
Spuyten Duyvil,7,5334.0,5.0
Spuyten Duyvil,8,5334.0,5.0
Spuyten Duyvil,9,5334.0,5.0
Spuyten Duyvil,10,5655.0,4.0
Spuyten Duyvil,11,5334.0,5.0
Spuyten Duyvil,12,4720.0,6.0
St. Albans,1,2796.96,69.0
St. Albans,2,3248.76,89.0
St. Albans,3,3139.88,83.0
St. Albans,4,3517.19,96.0
St. Albans,5,3391.61,93.0
St. Albans,6,3354.63,95.0
St. Albans,7,3246.7,94.0
St. Albans,8,3313.87,93.0
St. Albans,9,3435.84,89.0
St. Albans,10,3270.0,100.0
St. Albans,11,3438.23,79.0
St. Albans,12,3310.43,92.0
St. George,1,3281.61,31.0
St. George,2,3484.84,31.0
St. George,3,3591.0,30.0
St. George,4,3015.94,32.0
St. George,5,3136.76,34.0
St. George,6,3201.43,35.0
St. George,7,3278.82,34.0
St. George,8,3264.38,32.0
St. George,9,3333.87,31.0
St. George,10,3273.87,31.0
St. George,11,3331.0,30.0
St. George,12,4196.0,30.0
Stapleton,1,2900.0,9.0
Stapleton,2,3133.33,9.0
Stapleton,3,2900.0,9.0
Stapleton,4,3818.57,7.0
Stapleton,5,3050.0,6.0
Stapleton,6,3019.09,11.0
Stapleton,7,2959.09,11.0
Stapleton,8,2972.73,11.0
Stapleton,9,3025.0,12.0
Stapleton,10,3017.5,12.0
Stapleton,11,2959.09,11.0
Stapleton,12,2754.55,11.0
Stuyvesant Town,1,7472.07,29.0
Stuyvesant Town,2,6830.0,30.0
Stuyvesant Town,3,6703.0,30.0
Stuyvesant Town,4,6998.75,24.0
Stuyvesant Town,5,6918.75,24.0
Stuyvesant Town,6,7132.22,27.0
Stuyvesant Town,7,7000.34,29.0
Stuyvesant Town,8,6724.14,29.0
Stuyvesant Town,9,6822.5,24.0
Stuyvesant Town,10,7472.73,22.0
Stuyvesant Town,11,7272.0,25.0
Stuyvesant Town,12,6334.74,19.0
Sunnyside,1,3757.62,126.0
Sunnyside,2,3756.2,121.0
Sunnyside,3,3293.39,109.0
Sunnyside,4,2976.8,97.0
Sunnyside,5,3673.89,95.0
Sunnyside,6,3731.56,122.0
Sunnyside,7,3670.84,119.0
Sunnyside,8,3515.31,130.0
Sunnyside,9,3755.91,127.0
Sunnyside,10,3752.58,128.0
Sunnyside,11,3801.73,127.0
